split,n,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,runtime_mean,inference_steps,sampler
eval15,15,18.467981372447948,3.415020923580749,0.7536900138322618,0.07454109558109334,0.25330942670504253,2.783390251795451,20,ddim
lolv2_real,100,22.66574331684019,3.778203905299834,0.7900006388581466,0.06871925945370023,0.21541725508868695,2.9570241355895996,20,ddim
